,Average Fitness
453,202.32068268632855
454,202.1999458392178
455,202.07954638541122
456,202.00351233189448
457,201.95707041175453
458,201.93679407723633
459,201.91260333182024
460,201.87202842601798
461,201.8341637049889
462,201.80642483390457
463,201.7600176167627
464,201.7099916668989
465,201.65911730682453
466,201.54092020720987
467,201.45128507638844
468,201.38076723074636
469,201.30675073814217
470,201.27887919506088
471,201.2450054216075
472,201.1908809077318
473,201.1715449611147
474,201.1408008992728
475,201.09312989853245
476,201.05255995741896
477,200.99784708053332
478,200.9279105456111
479,200.8939310899472
480,200.8754199891105
481,200.81979346199734
482,200.77633489915684
483,200.6995267299645
484,200.62768354565875
485,200.55840112650662
486,200.50351687519495
487,200.47379789561896
488,200.42498245808028
489,200.38750378165122
490,200.33468084900665
491,200.29054301731082
492,200.23362828250825
493,200.19266668434244
494,200.11614695449728
495,200.08547467868152
496,200.0836243918933
497,200.01701110534418
498,199.95573728379296
499,199.93145318562463
500,199.90242156121437
501,199.84893647664288
502,199.8158622487888
503,199.754237850298
504,199.73351223160265
505,199.6656457136839
506,199.59157306542502
507,199.56619501437441
508,199.53347746651758
509,199.46555133699584
510,199.42384043242754
511,199.36788564029015
512,199.28781615584327
513,199.2526987952199
514,199.19530241263942
515,199.1500413333068
516,199.10714553527984
517,199.05011044041322
518,199.00155868080336
519,198.98942420745382
520,198.9279245286208
521,198.829294064107
522,198.7739365231989
523,198.60577791176314
524,198.56970533866422
525,198.46810606664866
526,198.3889954635462
527,198.31828271817406
528,198.28147014517953
529,198.22076488868527
530,198.12580579881694
531,198.04808117828318
532,198.00519344186083
533,197.98658487122933
534,197.89463424719753
535,197.7774150419467
536,197.6444307187415
537,197.5024591365719
538,197.34061291600253
539,197.23291715743576
540,197.20505760390725
541,197.10605878045706
542,197.03909736891362
543,197.01499881314209
544,196.98477785816746
545,196.96436573856278
546,196.93902278268067
547,196.8935806795361
548,196.86571074162964
549,196.83689651454898
550,196.79162493335645
551,196.75932603003903
552,196.723262737985
553,196.69945279452224
554,196.6531344348657
555,196.6253081896829
556,196.59085698333126
557,196.5366919970738
558,196.49268199549613
559,196.46380734444062
560,196.43181593857102
561,196.40082019485996
562,196.39049161440497
563,196.36926173738445
564,196.32949367340692
565,196.32881012116817
566,196.28412912997388
567,196.24104769413873
568,196.2088547843112
569,196.15748888854617
570,196.1365381363802
571,196.11033735193567
572,196.0754669928304
573,196.03704323442122
574,196.00295107450424
575,195.95143198684204
576,195.87047617596463
577,195.8199398984858
578,195.79780279492158
579,195.74189410228817
580,195.70320784318807
581,195.7005561145278
582,195.6498710083211
583,195.636864126465
584,195.5992090245407
585,195.54222039973854
586,195.5098594521864
587,195.45494772026265
588,195.43614493383194
589,195.40277434336033
590,195.34502172695764
591,195.28846614995098
592,195.21093586010613
593,195.10513879058908
594,194.97963107170574
595,194.9268396831021
596,194.88597287797324
597,194.8494731021683
598,194.77497899137853
599,194.71581196896778
600,194.58208156245814
601,194.4776784354817
602,194.34084693921483
603,194.2112192864621
604,194.09619456985538
605,194.06617636078968
606,194.02794503555936
